mcs_dl_i,mcs_ul_i,dl_kbps_i,ul_kbps_i,cpu_set,cpu_i,explode,predicted_dl_kbps,recommended_cpu_cores,recommended_mcs_dl,power_optimization,load_balancing
8,13,74680,44290,Core 0-3,0.7979112813485907,0,0.5748015334674761,Core 0-3,7,Reduce Power,Normal Operation
27,22,74178,38476,Core 0-3,0.5996399560548179,0,0.7728009648595622,Core 0-3,26,Reduce Power,Normal Operation
9,5,32144,49846,Core 0-3,0.7066086492550135,1,0.7405347752719851,Core 0-3,8,Reduce Power,Normal Operation
5,22,34021,14225,Core 0-3,0.4888383593128459,0,0.6571805222651145,Core 0-3,4,Reduce Power,Normal Operation
1,7,12064,9837,Core 0-3,0.4940264533465089,0,0.676229265994575,Core 0-3,0,Reduce Power,Normal Operation
19,23,71140,11201,Core 4-7,0.2599813330138801,0,0.6540533089754718,Core 0-3,18,Reduce Power,Normal Operation
10,9,27799,30311,Core 0-3,0.4910811409227074,0,0.6479667683940111,Core 0-3,9,Reduce Power,Normal Operation
12,8,48458,43543,Core 4-7,0.2462887601116517,0,0.6638838565078928,Core 0-3,11,Reduce Power,Normal Operation
24,29,56578,39478,Core 0-3,0.5012497365444849,1,0.6929894228575965,Core 0-3,23,Reduce Power,Normal Operation
15,16,13921,29816,Core 0-3,0.2577882965304199,0,0.6519761439392927,Core 0-3,14,Reduce Power,Normal Operation
27,6,89247,12044,Core 4-7,0.3262936211726199,0,0.6383568817162893,Core 0-3,26,Reduce Power,Normal Operation
22,28,11702,22014,Core 4-7,0.0,0,0.6727036589034711,Core 0-3,21,Reduce Power,Normal Operation
24,16,42685,16827,Core 4-7,0.3434670453452526,0,0.6424702371097362,Core 0-3,23,Reduce Power,Normal Operation
9,6,4185,47309,Core 4-7,0.356056460877605,0,0.6303949641873497,Core 0-3,8,Reduce Power,Normal Operation
20,14,90697,17205,Core 0-3,0.4382030420926225,1,0.6191280087706929,Core 0-3,19,Reduce Power,Normal Operation
17,21,43137,10979,Core 4-7,0.738127780831409,0,0.715770190793424,Core 0-3,16,Reduce Power,Normal Operation
17,1,18866,11823,Core 0-3,0.4894517805625849,0,0.6495204243763524,Core 0-3,16,Reduce Power,Normal Operation
26,25,24776,13437,Core 0-3,0.6856193561752831,0,0.7406464916212159,Core 0-3,25,Reduce Power,Normal Operation
20,9,81446,23589,Core 0-3,0.6937387734590077,1,0.7503309842362856,Core 0-3,19,Reduce Power,Normal Operation
12,25,48739,2202,Core 4-7,0.7820147476158026,0,0.5833069845673086,Core 0-3,11,Reduce Power,Normal Operation
7,27,75714,10904,Core 4-7,0.3188068724712766,0,0.6284584134175689,Core 0-3,6,Reduce Power,Normal Operation
2,24,25075,34098,Core 4-7,0.2636145207669015,0,0.6514312226788457,Core 0-3,1,Reduce Power,Normal Operation
3,13,41901,8880,Core 4-7,0.4767020295888181,0,0.6124865000916526,Core 0-3,2,Reduce Power,Normal Operation
17,26,41730,22490,Core 4-7,0.2915319498133489,0,0.6336954572625931,Core 0-3,16,Reduce Power,Normal Operation
5,29,79924,33359,Core 4-7,0.4540503243463935,0,0.6219647075154797,Core 0-3,4,Reduce Power,Normal Operation
17,19,82763,4377,Core 0-3,0.3100939381375084,1,0.6302639084932625,Core 0-3,16,Reduce Power,Normal Operation
24,17,69117,43371,Core 4-7,0.2561730557537404,0,0.6545982302359189,Core 0-3,23,Reduce Power,Normal Operation
17,11,23521,19220,Core 0-3,0.5710810339388295,0,0.7660974312554883,Core 0-3,16,Reduce Power,Normal Operation
27,28,9949,8176,Core 0-3,0.8730231698783594,0,0.580835053857973,Core 0-3,26,Reduce Power,Normal Operation
17,28,16157,32318,Core 4-7,0.4499508594024237,0,0.6183737998734066,Core 0-3,16,Reduce Power,Normal Operation
2,8,35559,34848,Core 4-7,0.5554512248858321,0,0.7427303455562415,Core 0-3,1,Reduce Power,Normal Operation
2,23,2032,49055,Core 4-7,0.5129967821755381,0,0.7338835642606196,Core 0-3,1,Reduce Power,Normal Operation
28,29,51305,42868,Core 4-7,0.4931036607593484,0,0.6698117404986368,Core 0-3,27,Reduce Power,Normal Operation
22,5,82051,48680,Core 0-3,0.7857919064810996,0,0.5879299408140986,Core 0-3,21,Reduce Power,Normal Operation
23,10,38256,24630,Core 4-7,0.4446761351302958,0,0.6171950645493726,Core 0-3,22,Reduce Power,Normal Operation
5,7,72380,33741,Core 4-7,0.0,0,0.6727036589034711,Core 0-3,4,Reduce Power,Normal Operation
1,10,75142,44892,Core 0-3,0.3245345581895291,0,0.6383568817162893,Core 0-3,0,Reduce Power,Normal Operation
1,4,34706,49921,Core 0-3,0.5213442306368503,1,0.7536314218556632,Core 0-3,0,Reduce Power,Normal Operation
19,9,52668,27120,Core 4-7,0.4786141929788589,0,0.614953621619001,Core 0-3,18,Reduce Power,Normal Operation
2,27,75688,17577,Core 0-3,0.4540849286686012,0,0.6219647075154797,Core 0-3,1,Reduce Power,Normal Operation
21,26,25050,13163,Core 4-7,0.3979658529453335,0,0.6114080435535549,Core 0-3,20,Reduce Power,Normal Operation
12,14,6889,18299,Core 4-7,0.5171965071264985,1,0.7515384224153506,Core 0-3,11,Reduce Power,Normal Operation
26,2,88397,47785,Core 0-3,0.9110263931263908,0,0.6137780070062974,Core 0-3,25,Reduce Power,Normal Operation
6,25,36347,18119,Core 0-3,0.4347408670348118,0,0.6191280087706929,Core 0-3,5,Reduce Power,Normal Operation
23,9,79739,4467,Core 4-7,0.9326784473594628,0,0.5952359555467526,Core 0-3,22,Reduce Power,Normal Operation
4,21,19142,27988,Core 4-7,0.5943376130026239,0,0.7905887159798003,Core 0-3,3,Reduce Power,Normal Operation
23,27,37009,13711,Core 4-7,0.3659356968486306,0,0.6146196868263674,Core 0-3,22,Reduce Power,Normal Operation
11,1,79917,21669,Core 0-3,0.6733844798017434,0,0.7584674215289853,Core 0-3,10,Reduce Power,Normal Operation
24,23,49737,30873,Core 0-3,0.0130751261177837,0,0.6727036589034711,Core 0-3,23,Reduce Power,Normal Operation
27,10,15914,33169,Core 4-7,0.4969439090739803,0,0.6924544362055045,Core 0-3,26,Reduce Power,Normal Operation
17,10,63676,7134,Core 4-7,0.6037048647897914,0,0.8008933472760127,Core 0-3,16,Reduce Power,Normal Operation
6,20,80365,1340,Core 0-3,0.6062159004652815,0,0.8105611762311428,Core 0-3,5,Reduce Power,Normal Operation
24,25,62559,34729,Core 4-7,0.6274117355024111,0,0.7769244722667756,Core 0-3,23,Reduce Power,Normal Operation
5,22,49650,21818,Core 0-3,0.6449475636362363,0,0.7416456884149243,Core 0-3,4,Reduce Power,Normal Operation
20,29,88867,15905,Core 4-7,0.5594510069962964,1,0.7762582263018422,Core 0-3,19,Reduce Power,Normal Operation
2,3,41591,48271,Core 0-3,0.6445779507134638,0,0.7567701202611787,Core 0-3,1,Reduce Power,Normal Operation
6,6,73624,36740,Core 4-7,0.3880419397895967,0,0.6042207692738254,Core 0-3,5,Reduce Power,Normal Operation
22,29,1403,16347,Core 4-7,0.7352717776324031,0,0.7166116641534644,Core 0-3,21,Reduce Power,Normal Operation
11,26,54735,24047,Core 4-7,0.4079872221356452,0,0.6145164449272034,Core 0-3,10,Reduce Power,Normal Operation
16,6,59065,7075,Core 0-3,0.7313909084762678,0,0.7109781603918874,Core 0-3,15,Reduce Power,Normal Operation
16,21,55842,30623,Core 4-7,0.4959820946368559,0,0.6971448482172464,Core 0-3,15,Reduce Power,Normal Operation
1,2,43223,5343,Core 4-7,0.543630101073864,0,0.7636981647267929,Core 0-3,0,Reduce Power,Normal Operation
9,26,36072,27951,Core 4-7,0.6764274854639909,0,0.7499305674047011,Core 0-3,8,Reduce Power,Normal Operation
28,26,18110,8239,Core 4-7,0.8013033482429543,0,0.6028803057952808,Core 0-3,27,Reduce Power,Normal Operation
27,18,34552,15352,Core 4-7,0.5081122086536881,0,0.6958963973418997,Core 0-3,26,Reduce Power,Normal Operation
6,23,99493,49592,Core 4-7,0.5432265505396126,0,0.7636981647267929,Core 0-3,5,Reduce Power,Normal Operation
16,2,87563,9657,Core 0-3,0.0,0,0.6727036589034711,Core 0-3,15,Reduce Power,Normal Operation
29,12,38050,22906,Core 0-3,0.3261354839914842,0,0.6383568817162893,Core 0-3,28,Reduce Power,Normal Operation
3,22,54533,47784,Core 4-7,0.197793314168402,0,0.6730206747775349,Core 0-3,2,Reduce Power,Normal Operation
20,5,29511,45700,Core 4-7,0.4189281407593019,0,0.6172642413863865,Core 0-3,19,Reduce Power,Normal Operation
28,20,35264,7932,Core 0-3,0.3664243258818762,0,0.6146196868263674,Core 0-3,27,Reduce Power,Normal Operation
27,7,98040,19337,Core 0-3,0.3417286849301095,0,0.6465889799056458,Core 0-3,26,Reduce Power,Normal Operation
4,24,54033,15648,Core 4-7,0.2933028452173875,0,0.6336954572625931,Core 0-3,3,Reduce Power,Normal Operation
19,16,24564,11694,Core 0-3,0.6050724215310483,0,0.799155915442614,Core 0-3,18,Reduce Power,Normal Operation
26,20,50081,33091,Core 4-7,0.1419458291436297,0,0.6743669912103033,Core 0-3,25,Reduce Power,Normal Operation
3,1,29202,15319,Core 4-7,0.281797108071014,1,0.6426069195318572,Core 0-3,2,Reduce Power,Normal Operation
19,1,86201,7125,Core 0-3,0.5066306608930432,0,0.6846329664044012,Core 0-3,18,Reduce Power,Normal Operation
20,17,9131,7904,Core 4-7,0.6939386315996985,0,0.7503309842362856,Core 0-3,19,Reduce Power,Normal Operation
7,27,87888,15174,Core 4-7,0.3139653372508979,0,0.6302639084932625,Core 0-3,6,Reduce Power,Normal Operation
20,1,70543,11007,Core 4-7,0.7100740931549281,1,0.730100450710596,Core 0-3,19,Reduce Power,Normal Operation
9,21,66563,20887,Core 4-7,0.0,0,0.6727036589034711,Core 0-3,8,Reduce Power,Normal Operation
1,20,29481,19197,Core 0-3,0.5004265467595894,0,0.6950031708453941,Core 0-3,0,Reduce Power,Normal Operation
8,13,36264,37891,Core 0-3,0.5612181580430553,0,0.7802533518547229,Core 0-3,7,Reduce Power,Normal Operation
7,9,51013,20047,Core 0-3,0.3023386955836079,0,0.636329343235634,Core 0-3,6,Reduce Power,Normal Operation
18,15,99507,24070,Core 4-7,0.2380232334187271,0,0.6638501041453998,Core 0-3,17,Reduce Power,Normal Operation
8,3,66698,40283,Core 0-3,0.5253391644057834,0,0.77844514248117,Core 0-3,7,Reduce Power,Normal Operation
1,14,25440,28537,Core 0-3,0.4928603345314483,1,0.6542268905970162,Core 0-3,0,Reduce Power,Normal Operation
11,23,72292,30583,Core 0-3,0.3376936503059841,0,0.6434619528416853,Core 0-3,10,Reduce Power,Normal Operation
28,11,28932,48529,Core 4-7,0.4422447012114062,0,0.6130736183682869,Core 0-3,27,Reduce Power,Normal Operation
25,24,8867,41050,Core 4-7,0.3796234579316777,0,0.6042962851171109,Core 0-3,24,Reduce Power,Normal Operation
25,22,26011,38482,Core 4-7,0.7501500170463233,0,0.6607953328192053,Core 0-3,24,Reduce Power,Normal Operation
18,12,9073,40206,Core 4-7,0.6359963659901056,0,0.7695500364494618,Core 0-3,17,Reduce Power,Normal Operation
23,13,16082,3488,Core 4-7,0.5387567832368501,0,0.7682642617375189,Core 0-3,22,Reduce Power,Normal Operation
10,26,5878,5656,Core 0-3,0.8774397975523477,0,0.5848033334372484,Core 0-3,9,Reduce Power,Normal Operation
3,13,65796,38780,Core 0-3,0.70696276470397,0,0.7405347752719851,Core 0-3,2,Reduce Power,Normal Operation
7,1,14000,10288,Core 0-3,0.7487902804245242,0,0.6730133544518836,Core 0-3,6,Reduce Power,Normal Operation
28,24,66341,14685,Core 4-7,0.8162195280649991,0,0.6310827266021439,Core 0-3,27,Reduce Power,Normal Operation
16,10,22381,19234,Core 0-3,0.4687991227266714,0,0.5901655810088732,Core 0-3,15,Reduce Power,Normal Operation
26,3,70733,10471,Core 0-3,0.2564392585898978,0,0.6545982302359189,Core 0-3,25,Reduce Power,Normal Operation
16,24,52042,43908,Core 4-7,0.1432294174966819,0,0.6743669912103033,Core 0-3,15,Reduce Power,Normal Operation
25,28,65785,6987,Core 4-7,0.6478346624896815,0,0.731413901298358,Core 0-3,24,Reduce Power,Normal Operation
20,4,60047,21497,Core 4-7,0.3066980563515501,0,0.6360016134451416,Core 0-3,19,Reduce Power,Normal Operation
28,16,62651,46956,Core 4-7,1.0,0,0.5645031472978264,Core 0-3,27,Reduce Power,Normal Operation
17,8,7722,12952,Core 0-3,0.3315536131362623,1,0.6371163181906482,Core 0-3,16,Reduce Power,Normal Operation
2,16,8433,15872,Core 4-7,0.2970251355924308,0,0.6353984594002896,Core 0-3,1,Reduce Power,Normal Operation
1,27,83885,45267,Core 4-7,0.6555463698173816,0,0.7390223053372238,Core 0-3,0,Reduce Power,Normal Operation
16,17,90272,13934,Core 4-7,0.6596876729719082,0,0.738354311691588,Core 0-3,15,Reduce Power,Normal Operation
12,19,99206,12916,Core 0-3,0.8593838287860107,0,0.5778197635007402,Core 0-3,11,Reduce Power,Normal Operation
5,22,78937,19748,Core 0-3,0.4500719100346876,0,0.6183737998734066,Core 0-3,4,Reduce Power,Normal Operation
5,15,7440,47213,Core 0-3,0.7320182592068796,0,0.7041170063285885,Core 0-3,4,Reduce Power,Normal Operation
27,16,85090,28694,Core 0-3,0.4675132474731673,0,0.5957982020052246,Core 0-3,26,Reduce Power,Normal Operation
23,15,59645,34285,Core 0-3,0.6091814256645507,0,0.8141422448260083,Core 0-3,22,Reduce Power,Normal Operation
9,25,44110,37958,Core 4-7,0.4572789019122626,0,0.6158280912708828,Core 0-3,8,Reduce Power,Normal Operation
9,2,58020,8873,Core 4-7,0.882779053716908,0,0.5907125895833555,Core 0-3,8,Reduce Power,Normal Operation
3,11,5044,30783,Core 4-7,0.9535238386708652,0,0.610555839338005,Core 0-3,2,Reduce Power,Normal Operation
19,1,91354,29915,Core 0-3,0.2620398388211344,0,0.6540533089754718,Core 0-3,18,Reduce Power,Normal Operation
16,15,55312,26914,Core 4-7,0.7554043466757574,0,0.630248407082371,Core 0-3,15,Reduce Power,Normal Operation
16,26,72110,14878,Core 0-3,0.3139590722927485,0,0.6302639084932625,Core 0-3,15,Reduce Power,Normal Operation
3,19,52000,18836,Core 0-3,0.7324071019720524,0,0.7174226084607911,Core 0-3,2,Reduce Power,Normal Operation
20,4,40118,5200,Core 4-7,0.8280041423901989,0,0.6353165950058309,Core 0-3,19,Reduce Power,Normal Operation
24,11,99554,14401,Core 4-7,0.3076300682769365,0,0.632271926678239,Core 0-3,23,Reduce Power,Normal Operation
22,5,25944,25338,Core 4-7,0.2555564607186056,0,0.6607118091254078,Core 0-3,21,Reduce Power,Normal Operation
24,3,86482,23097,Core 4-7,0.4009674360527495,0,0.6134197545128243,Core 0-3,23,Reduce Power,Normal Operation
1,13,94579,33928,Core 0-3,0.7335862388887313,0,0.7143080552061417,Core 0-3,0,Reduce Power,Normal Operation
24,10,57086,40649,Core 0-3,0.5951391801504446,0,0.784963132317793,Core 0-3,23,Reduce Power,Normal Operation
20,11,25289,36187,Core 0-3,0.4503487810348651,0,0.6183737998734066,Core 0-3,19,Reduce Power,Normal Operation
11,18,2117,29993,Core 4-7,0.6442112824483502,0,0.7559836000271865,Core 0-3,10,Reduce Power,Normal Operation
17,2,3833,32352,Core 0-3,0.4416078429487639,0,0.6130736183682869,Core 0-3,16,Reduce Power,Normal Operation
8,7,40502,11432,Core 4-7,0.5263533588835007,0,0.7761352565347301,Core 0-3,7,Reduce Power,Normal Operation
4,9,64120,23509,Core 0-3,0.609001670483567,0,0.8183678515899107,Core 0-3,3,Reduce Power,Normal Operation
6,10,88188,34083,Core 4-7,0.5955066159528857,0,0.785740157181968,Core 0-3,5,Reduce Power,Normal Operation
8,18,90127,47778,Core 0-3,0.8380964587545392,0,0.6055316549146387,Core 0-3,7,Reduce Power,Normal Operation
20,23,1011,28494,Core 4-7,0.2595463916494898,0,0.6526310971117524,Core 0-3,19,Reduce Power,Normal Operation
3,7,38350,30365,Core 4-7,0.6893546312831376,0,0.7570990390071348,Core 0-3,2,Reduce Power,Normal Operation
16,27,82672,12789,Core 0-3,0.3119367799900218,0,0.6302639084932625,Core 0-3,15,Reduce Power,Normal Operation
25,7,86553,28793,Core 4-7,0.4190196098910195,0,0.6172642413863865,Core 0-3,24,Reduce Power,Normal Operation
3,3,32286,5234,Core 0-3,0.468088298635319,0,0.5951080488134244,Core 0-3,2,Reduce Power,Normal Operation
25,12,74856,20513,Core 4-7,0.4153254670375841,1,0.6183658175644734,Core 0-3,24,Reduce Power,Normal Operation
29,7,36744,36021,Core 0-3,0.2310079949046014,0,0.6638501041453998,Core 0-3,28,Reduce Power,Normal Operation
18,17,75214,7005,Core 4-7,0.4098484509179441,0,0.620609142509609,Core 0-3,17,Reduce Power,Normal Operation
14,26,67761,44827,Core 0-3,0.5544636397146583,0,0.7492162208846865,Core 0-3,13,Reduce Power,Normal Operation
18,1,18977,48173,Core 0-3,0.4731663955088279,0,0.5964165354279383,Core 0-3,17,Reduce Power,Normal Operation
2,5,47033,5185,Core 0-3,0.7945151060381979,0,0.5730312147271657,Core 0-3,1,Reduce Power,Normal Operation
22,16,34969,49853,Core 0-3,0.478433854057976,0,0.611941939931905,Core 0-3,21,Reduce Power,Normal Operation
3,15,8996,18909,Core 4-7,0.5029765806081862,0,0.6942375713191568,Core 0-3,2,Reduce Power,Normal Operation
16,2,12770,20017,Core 4-7,0.5364811518360159,0,0.753871358574509,Core 0-3,15,Reduce Power,Normal Operation
29,9,76508,45033,Core 0-3,0.4734176923381454,0,0.5964165354279383,Core 0-3,28,Reduce Power,Normal Operation
9,7,21224,30975,Core 0-3,0.5955485085709933,0,0.785740157181968,Core 0-3,8,Reduce Power,Normal Operation
4,4,30916,37489,Core 4-7,0.3963882687646655,0,0.5983295011566327,Core 0-3,3,Reduce Power,Normal Operation
1,20,36075,15827,Core 0-3,0.2668053739986643,0,0.6520165376497269,Core 0-3,0,Reduce Power,Normal Operation
4,18,81690,4171,Core 0-3,0.4856631198059358,0,0.652248251378499,Core 0-3,3,Reduce Power,Normal Operation
1,21,77114,5441,Core 0-3,0.576941969881418,0,0.7760572820258937,Core 0-3,0,Reduce Power,Normal Operation
14,4,94066,26872,Core 4-7,0.5326146571608346,0,0.7641301160015178,Core 0-3,13,Reduce Power,Normal Operation
21,28,73608,12966,Core 0-3,0.3222694412526502,1,0.634425306891739,Core 0-3,20,Reduce Power,Normal Operation
16,13,17908,18786,Core 4-7,0.5320878175520358,0,0.7631220846976512,Core 0-3,15,Reduce Power,Normal Operation
20,1,19859,45459,Core 4-7,0.6357479420704754,0,0.7695500364494618,Core 0-3,19,Reduce Power,Normal Operation
24,28,9198,5088,Core 4-7,0.5404952067649131,0,0.7605633462353594,Core 0-3,23,Reduce Power,Normal Operation
8,24,70892,28580,Core 0-3,0.3579985803912637,0,0.6303949641873497,Core 0-3,7,Reduce Power,Normal Operation
7,3,93563,25044,Core 0-3,0.5153325366672693,0,0.754621689425458,Core 0-3,6,Reduce Power,Normal Operation
3,16,39992,11311,Core 0-3,0.8405265425793766,0,0.5983390881012379,Core 0-3,2,Reduce Power,Normal Operation
17,22,75281,19233,Core 4-7,0.2924106523789777,0,0.6336954572625931,Core 0-3,16,Reduce Power,Normal Operation
1,4,44134,41196,Core 0-3,0.7191761319179465,0,0.7387435372620988,Core 0-3,0,Reduce Power,Normal Operation
16,25,43364,48593,Core 0-3,0.0514600585058074,0,0.6727036589034711,Core 0-3,15,Reduce Power,Normal Operation
12,23,94982,40388,Core 4-7,0.3909645690300215,0,0.5965728434936466,Core 0-3,11,Reduce Power,Normal Operation
27,25,37855,47542,Core 4-7,0.4139255921720192,0,0.6183339199829784,Core 0-3,26,Reduce Power,Normal Operation
19,16,38190,30559,Core 4-7,0.7161999239341418,0,0.7307549808021061,Core 0-3,18,Reduce Power,Normal Operation
22,26,38314,37987,Core 0-3,0.8545206246058119,0,0.5723677664030498,Core 0-3,21,Reduce Power,Normal Operation
23,19,32145,41349,Core 0-3,0.7225196861111659,0,0.7172209172563657,Core 0-3,22,Reduce Power,Normal Operation
22,1,85314,15050,Core 0-3,0.6023197708993268,0,0.7909193428607625,Core 0-3,21,Reduce Power,Normal Operation
14,5,73239,49622,Core 4-7,0.7125561680196085,0,0.7295583175074176,Core 0-3,13,Reduce Power,Normal Operation
6,19,57130,11364,Core 0-3,0.2294955084517033,0,0.6638501041453998,Core 0-3,5,Reduce Power,Normal Operation
6,22,48671,25894,Core 4-7,0.6787652877901487,0,0.7456913333925833,Core 0-3,5,Reduce Power,Normal Operation
13,24,22158,19561,Core 0-3,0.2795789636570432,0,0.6422486669766547,Core 0-3,12,Reduce Power,Normal Operation
19,11,16297,13124,Core 0-3,0.3521721842168154,0,0.6241340964485307,Core 0-3,18,Reduce Power,Normal Operation
22,13,59299,25434,Core 0-3,0.5791348762085249,1,0.769793936560238,Core 0-3,21,Reduce Power,Normal Operation
8,20,98842,3861,Core 0-3,0.2528377631496861,1,0.6638838565078928,Core 0-3,7,Reduce Power,Normal Operation
27,5,96994,14207,Core 0-3,0.7451677541777164,0,0.7026796089446199,Core 0-3,26,Reduce Power,Normal Operation
27,21,52736,2424,Core 4-7,0.5002871717361238,0,0.6950031708453941,Core 0-3,26,Reduce Power,Normal Operation
2,4,6765,29987,Core 4-7,0.2397205106061308,0,0.6638501041453998,Core 0-3,1,Reduce Power,Normal Operation
21,4,72634,13147,Core 0-3,0.8019163476421303,0,0.6125446339649254,Core 0-3,20,Reduce Power,Normal Operation
1,4,83178,32234,Core 0-3,0.4474124293911912,0,0.6218072225455368,Core 0-3,0,Reduce Power,Normal Operation
28,4,53994,29518,Core 4-7,0.4672586138504555,0,0.5957982020052246,Core 0-3,27,Reduce Power,Normal Operation
15,20,52768,22127,Core 0-3,0.4559124678891761,0,0.6110835324875876,Core 0-3,14,Reduce Power,Normal Operation
1,21,27498,21531,Core 4-7,0.0,0,0.6727036589034711,Core 0-3,0,Reduce Power,Normal Operation
5,18,91926,39949,Core 0-3,0.751621255773026,0,0.6663654039802559,Core 0-3,4,Reduce Power,Normal Operation
28,18,94914,3201,Core 0-3,0.5056056701829751,0,0.6903450087021302,Core 0-3,27,Reduce Power,Normal Operation
29,16,61839,47443,Core 4-7,0.530627790872035,0,0.7667096790832402,Core 0-3,28,Reduce Power,Normal Operation
16,9,14806,43390,Core 4-7,0.6361928298827045,0,0.7695500364494618,Core 0-3,15,Reduce Power,Normal Operation
